release_date,title,release_year,vote_average,vote_count
2014-04-17,Super Duper Alice Cooper,2014,6.4,6.0
2009-01-01,Lunopolis,2009,5.3,11.0
2003-12-28,The Mayor of Casterbridge,2003,6.3,3.0
1998-03-27,Beck 04 - Öga för öga,1998,6.3,6.0
1985-09-27,Uuno Epsanjassa,1985,6.5,8.0
2015-12-25,The Hateful Eight,2015,7.6,4405.0
2008-11-12,Burn Paris Burn,2008,5.0,2.0
2014-01-17,Patton Oswalt: Tragedy Plus Comedy Equals Time,2014,6.9,7.0
2012-12-21,The Anderssons in Greece: All Inclusive,2012,5.2,13.0
2013-11-17,Pororo: The Racing Adventure,2013,6.0,2.0
1974-04-24,Emergency Squad,1974,5.9,4.0
1975-08-01,"Blood, Sweat and Fear",1975,0.0,0.0
1975-12-22,Mark Shoots First,1975,0.0,0.0
1976-12-30,La Legge Violenta Della Squadra Anticrimine,1976,0.0,0.0
1976-12-30,The Last Round,1976,0.0,0.0
1976-10-20,Mark Strikes Again,1976,0.0,0.0
1977-10-01,Destruction Force,1977,7.5,2.0
1977-10-19,Highway Racer,1977,7.5,2.0
1978-01-01,The Iron Commissioner,1978,0.0,0.0
1978-02-03,Magnum Cop,1978,4.5,2.0
1978-12-23,Convoy Busters,1978,7.0,2.0
1979-09-27,Hunted City,1979,4.5,2.0
1980-02-02,Speed Cross,1980,2.0,1.0
2014-02-21,Stray Dogs,2014,7.1,19.0
1973-03-05,Super Bitch,1973,6.5,2.0
1972-03-09,What Have You Done to Solange?,1972,7.2,30.0
1978-02-08,Goodbye & Amen,1978,10.0,1.0
1979-04-13,A Man on His Knees,1979,4.0,1.0
1980-08-15,L'avvertimento,1980,0.0,0.0
2014-04-19,Point and Shoot,2014,7.1,18.0
2014-08-13,Haemoo,2014,6.5,35.0
2014-06-13,La petite reine,2014,5.5,4.0
1975-02-10,The Legend of Lizzie Borden,1975,5.8,6.0
2015-01-16,Little Accidents,2015,5.2,28.0
1976-06-09,Processo per direttissima,1976,0.0,0.0
1973-08-30,Counselor at Crime,1973,0.0,0.0
2011-11-12,A Christmas Kiss,2011,6.1,37.0
2012-03-30,Eurocrime! The Italian Cop and Gangster Films That Ruled the '70s,2012,8.0,4.0
1973-11-15,7 Hours of Violence,1973,3.5,1.0
2015-01-14,Wild Card,2015,5.4,665.0
2014-05-08,Flow,2014,0.0,0.0
2014-10-17,Lasa & Zabala,2014,6.8,5.0
2012-05-12,Rent-a-Cat,2012,6.6,10.0
2006-07-15,Valley of Flowers,2006,7.4,5.0
2013-11-06,Attila Marcel,2013,6.6,21.0
2015-06-18,Paper Towns,2015,6.1,1997.0
2014-01-08,We Cause Scenes,2014,7.8,4.0
2005-02-25,Sacred Heart,2005,7.4,16.0
2014-05-22,The Wonders,2014,6.6,37.0
2015-01-16,The Wedding Ringer,2015,6.5,632.0
1999-10-15,Absence of the Good,1999,3.3,3.0
1993-05-22,Scam,1993,6.5,1.0
1980-11-10,Marilyn: The Untold Story,1980,6.5,1.0
2009-02-06,Naan Kadavul,2009,7.5,4.0
2001-10-18,Üvegtigris,2001,8.5,12.0
2014-08-14,My Mistress,2014,5.9,16.0
2011-12-25,The Gruffalo's Child,2011,6.4,40.0
2014-09-19,Wyrmwood: Road Of The Dead,2014,6.3,173.0
2014-01-21,Hits,2014,4.9,23.0
2006-03-10,Brothers: The Return,2006,5.0,2.0
1985-10-03,Sällskapsresan II - Snowroller,1985,5.2,22.0
1988-12-25,SOS,1988,4.7,19.0
2015-01-16,The Master Plan,2015,6.6,16.0
2013-01-24,Ego,2013,5.6,12.0
1984-10-19,Jönssonligan får guldfeber,1984,5.3,14.0
1986-10-24,Jönssonligan dyker upp igen,1986,5.3,15.0
1989-11-03,Jönssonligan på Mallorca,1989,4.7,12.0
1992-10-30,Jönssonligan och den svarta diamanten,1992,4.9,11.0
1995-02-03,Jönssonligans största kupp,1995,5.6,7.0
2000-12-25,Jönssonligan spelar högt,2000,4.5,6.0
2013-04-21,Summer House,2013,3.0,1.0
2002-10-04,Everyone Loves Alice,2002,7.0,2.0
1990-11-09,Nils Karlsson Pyssling,1990,5.8,5.0
2013-04-19,Studentfesten,2013,4.5,7.0
2012-03-16,Kvarteret Skatan reser till Laholm,2012,5.0,5.0
2000-11-10,Once in a Lifetime,2000,3.6,7.0
2003-12-13,At Point Blank,2003,4.5,5.0
2010-06-04,Kommissarie Späck,2010,5.1,8.0
2014-04-04,10 000 timmar,2014,4.8,6.0
1996-11-29,Lilla Jönssonligan och Cornflakeskuppen,1996,5.1,7.0
1997-01-01,Lilla Jönssonligan på styva linan,1997,5.1,7.0
2015-01-23,The Boy Next Door,2015,4.1,1034.0
2015-02-06,Boy Meets Girl,2015,7.0,36.0
1976-02-14,Let My Puppets Come,1976,8.0,1.0
1986-01-02,The Adventure of Faustus Bidgood,1986,7.0,1.0
2014-03-21,John Doe: Vigilante,2014,6.7,57.0
2006-10-25,Hearty Paws,2006,6.0,1.0
2015-02-08,Knight of Cups,2015,5.7,198.0
2015-08-28,45 Years,2015,6.3,259.0
2015-02-07,Diary of a Chambermaid,2015,5.2,41.0
2015-01-20,Volcano,2015,6.6,16.0
2015-01-20,Body,2015,6.3,12.0
2015-11-27,Endless Night,2015,5.6,21.0
2015-02-10,As We Were Dreaming,2015,7.2,19.0
2008-05-17,Cloud 9,2008,5.6,11.0
2015-06-11,Victoria,2015,7.9,388.0
2006-10-28,Heavenly Forest,2006,7.3,22.0
2015-02-10,Petting Zoo,2015,7.0,5.0
2013-12-04,The Golden Dream,2013,6.8,36.0
2013-12-27,The Only Ones,2013,5.8,3.0
1975-11-11,Welcome Home Brother Charles,1975,5.0,1.0
2015-03-13,Home Sweet Hell,2015,5.0,187.0
1941-04-25,Invisible Ghost,1941,5.3,9.0
1990-01-19,Everybody Wins,1990,4.1,7.0
1936-12-11,General Spanky,1936,0.0,0.0
2014-08-29,Jamie Marks Is Dead,2014,5.5,34.0
1987-10-02,Slam Dance,1987,4.5,4.0
1994-06-13,The Man Who Wouldn't Die,1994,0.0,0.0
1999-01-01,The Shepherd,1999,5.0,1.0
1996-05-02,Wiseguy,1996,4.0,1.0
1985-10-18,Wild Geese II,1985,4.0,11.0
2014-12-10,Timbuktu,2014,6.9,152.0
2013-03-11,Casting Couch,2013,3.0,7.0
1996-10-21,Hollow Point,1996,4.4,7.0
1983-08-25,Zeder,1983,5.8,14.0
1974-12-10,The Year Without a Santa Claus,1974,6.7,33.0
1920-01-01,From Morn to Midnight,1920,7.7,3.0
2012-09-14,Artifact,2012,7.6,41.0
2013-10-24,Sputnik,2013,6.0,3.0
2008-02-01,Kolmistaan,2008,4.0,1.0
2015-01-23,Adult Camp,2015,6.0,1.0
2009-01-10,Expecting a Miracle,2009,3.0,2.0
2014-02-14,The Dark Valley,2014,7.1,113.0
1975-04-21,The Maids,1975,5.2,3.0
1981-10-11,Priest of Love,1981,0.0,0.0
2010-07-16,Standing Ovation,2010,3.9,6.0
1999-11-05,Grizzly Falls,1999,4.0,3.0
1981-05-01,Green Ice,1981,4.4,5.0
1982-10-01,Waltz Across Texas,1982,0.0,0.0
2003-01-01,Eloise at the Plaza,2003,5.7,14.0
2014-04-14,One Last Hug,2014,8.0,1.0
2014-02-06,Two Men in Town,2014,5.9,32.0
1996-09-04,Vesna Goes Fast,1996,7.2,8.0
2001-08-04,James Dean,2001,6.9,31.0
2003-11-23,Eloise at Christmastime,2003,5.1,15.0
2015-02-07,Bizarre,2015,6.2,11.0
2010-03-01,I'm Here,2010,7.4,53.0
1993-07-13,Rigoletto,1993,6.7,6.0
2013-12-01,Closure,2013,8.0,1.0
1982-01-27,"Spy, Stand Up",1982,6.1,6.0
1977-05-20,The Purple Taxi,1977,6.0,3.0
1977-01-12,Judge Fayard Called the Sheriff,1977,6.3,5.0
1975-02-26,The Common Man,1975,5.6,5.0
1972-10-11,The Assassination,1972,6.3,5.0
1971-09-21,Angel's Leap,1971,5.0,2.0
1970-04-07,Safety Catch,1970,7.5,1.0
1972-09-15,And Hope to Die,1972,6.5,1.0
1990-06-13,Quicker Than the Eye,1990,0.0,0.0
1969-10-06,Twelve Plus One,1969,5.3,4.0
1967-08-25,The Blonde from Peking,1967,7.5,1.0
1965-10-07,Un milliard dans un billard,1965,0.0,0.0
1964-06-12,Joy House,1964,6.8,6.0
1961-05-11,The Joy of Living,1961,6.2,3.0
1954-09-30,Monsieur Ripois,1954,2.5,2.0
1949-11-16,The Walls of Malapaga,1949,4.5,4.0
2008-01-01,Reformat the Planet,2008,8.0,1.0
1968-12-22,Scandali nudi,1968,0.0,0.0
2013-08-16,Drew: The Man Behind the Poster,2013,7.5,11.0
1977-01-01,Blood and Diamonds,1977,0.0,0.0
1976-09-14,Nick the Sting,1976,8.5,2.0
2009-09-07,Plastic Bag,2009,7.5,13.0
2014-11-03,The Last Five Years,2014,5.5,145.0
2000-12-15,Naked,2000,5.0,4.0
2013-04-28,The Ghosts in Our Machine,2013,8.0,3.0
2015-10-13,Crimson Peak,2015,6.4,1494.0
2014-05-02,As Dreamers Do,2014,4.6,7.0
2015-02-24,Dragonheart 3: The Sorcerer's Curse,2015,4.5,82.0
1990-01-01,12:01 PM,1990,5.8,6.0
1982-01-01,Robin Williams: An Evening with Robin Williams,1982,7.0,11.0
1990-11-11,The Great Los Angeles Earthquake,1990,6.8,5.0
1987-04-12,Bride of Boogedy,1987,4.8,3.0
1999-07-10,Chris Rock: Bigger & Blacker,1999,7.8,24.0
1996-06-01,Chris Rock: Bring the Pain,1996,7.7,18.0
2011-01-01,Crockdale,2011,0.0,0.0
1960-11-09,Wasteland,1960,0.0,0.0
2006-06-19,Beau Brummell: This Charming Man,2006,5.5,3.0
2005-03-13,Casanova,2005,7.5,15.0
2014-11-06,Chaar Sahibzaade,2014,6.6,4.0
2014-08-22,Queen of the Mountains,2014,0.0,0.0
1975-04-15,Hababam Sınıfı Sınıfta Kaldı,1975,7.8,12.0
1988-01-25,Yesterday,1988,7.5,4.0
2003-01-14,Anbe Sivam,2003,7.2,8.0
1987-09-28,The Moromete Family,1987,7.4,9.0
1977-12-01,Şaban Oğlu Şaban,1977,8.4,7.0
2014-01-10,1 - Nenokkadine,2014,5.8,13.0
2014-08-29,Bey Yaar,2014,8.0,3.0
1983-10-26,The Outsider,1983,6.1,17.0
1978-05-03,Un Papillon sur l'épaule,1978,5.6,6.0
1974-03-13,Love at the Top,1974,6.8,8.0
1975-12-31,Deported Women of the SS Special Section,1975,0.0,0.0
1973-07-05,Women in Cell Block 7,1973,5.5,2.0
2013-07-19,Life's a Breeze,2013,6.0,13.0
1996-12-05,O Amor Natural,1996,8.0,1.0
2010-12-31,The Forgotten Space,2010,3.5,2.0
2010-07-23,The Runner from Ravenshead,2010,0.0,0.0
2009-07-22,Plato's Academy,2009,7.7,9.0
2011-09-23,Cloudburst,2011,6.6,14.0
2011-09-30,A One-Way Trip to Antibes,2011,6.0,2.0
2013-08-22,Mike Birbiglia: My Girlfriend's Boyfriend,2013,8.1,16.0
2014-03-15,Tom Segura: Completely Normal,2014,8.1,8.0
1957-12-31,Le bel indifférent,1957,6.0,1.0
2008-02-09,Mike Birbiglia: What I Should Have Said Was Nothing,2008,7.0,11.0
1994-01-29,Heads,1994,0.0,0.0
2007-01-01,Heckler,2007,5.7,19.0
1921-04-18,The High Sign,1921,7.2,18.0
1972-03-22,Wild Honey,1972,0.0,0.0
1976-02-29,"Ilsa, Harem Keeper of the Oil Sheiks",1976,4.6,14.0
1977-09-08,Bare Knuckles,1977,0.0,0.0
2011-05-06,Hollywood between Paranoia and Sci-Fi. The Power of Myth,2011,0.0,0.0
1997-03-18,"Honey, We Shrunk Ourselves",1997,5.1,142.0
2010-02-07,Hotel Hell Vacation,2010,5.5,8.0
2013-11-08,"Standing Aside, Watching",2013,5.0,1.0
2005-03-22,Kinetta,2005,5.5,4.0
1992-01-21,House IV,1992,3.6,15.0
2008-01-01,I Love Sarah Jane,2008,5.1,7.0
1981-09-18,Céleste,1981,5.0,1.0
1985-10-01,Sugarbaby,1985,6.0,4.0
2010-06-24,Mahler on the Couch,2010,7.7,3.0
1971-07-17,Gamera vs. Zigra,1971,3.2,8.0
2003-08-26,Stitch! The Movie,2003,6.2,112.0
2009-04-30,Phantom Pain,2009,5.3,8.0
2009-11-11,The Invisible Frame,2009,7.2,5.0
2015-02-20,Hot Tub Time Machine 2,2015,5.0,360.0
1972-08-23,"She No Longer Talks, She Shoots",1972,4.5,2.0
2001-09-13,Music for One Apartment and Six Drummers,2001,7.0,5.0
2006-11-15,The Stone Council,2006,5.0,9.0
2009-06-17,Lascars,2009,6.7,55.0
2009-06-10,The French Kissers,2009,5.4,94.0
2014-05-08,JohnnyExpress,2014,7.9,19.0
1947-08-29,Calcutta,1947,5.0,2.0
1972-04-29,Night of the Devils,1972,6.0,9.0
2013-12-31,Up in the Wind,2013,3.0,2.0
2013-04-21,Lovestruck: The Musical,2013,5.7,53.0
2013-03-04,Getting Go: The Go Doc Project,2013,6.5,10.0
1997-11-17,Eddie Izzard: Glorious,1997,6.4,21.0
2002-11-18,Eddie Izzard: Circle,2002,7.4,10.0
2012-02-04,Secrets of Eden,2012,4.8,6.0
2015-02-27,The Man in the Orange Jacket,2015,5.3,7.0
2014-10-02,Perez.,2014,6.2,20.0
2015-02-16,The Coven,2015,2.0,1.0
2008-01-01,Sense and Sensibility,2008,7.9,19.0
2011-07-28,Serving Life,2011,9.0,1.0
1976-01-01,People of the Wind,1976,0.0,0.0
1973-02-12,A Reflection of Fear,1973,8.0,2.0
1977-01-21,"Ilsa, the Mad Butcher",1977,5.0,16.0
1977-03-10,Love Letters of a Portuguese Nun,1977,6.5,7.0
1977-07-08,Blue Rita,1977,4.8,4.0
1978-03-17,Women in Cellblock 9,1978,5.3,6.0
1977-10-13,Love Camp,1977,6.2,5.0
1979-07-13,Lost and Found,1979,5.0,4.0
1972-12-20,Tragic Ceremony,1972,6.0,4.0
1971-08-24,The Iguana with the Tongue of Fire,1971,5.0,6.0
1981-02-24,Murder Obsession,1981,4.8,6.0
2013-06-28,Joanna,2013,6.0,2.0
2013-05-28,Our Curse,2013,6.0,2.0
2013-09-29,Banklady,2013,6.3,13.0
2013-01-01,What Other Couples Do,2013,1.5,2.0
2014-09-07,Tokyo Fiancée,2014,6.0,32.0
2012-03-15,La montaña rusa,2012,5.0,3.0
2014-09-26,The Song,2014,5.9,33.0
1946-02-15,The Testimony,1946,5.5,2.0
1948-04-02,Lost Youth,1948,6.0,1.0
2000-12-20,The Sea That Thinks,2000,6.8,5.0
1970-08-30,The Clowns,1970,6.4,10.0
2013-08-31,Memphis,2013,5.6,6.0
2011-10-30,Cinderella,2011,5.3,9.0
2005-11-23,Thicker than Water,2005,5.5,2.0
2012-07-21,How to Fall in Love,2012,5.2,20.0
2012-09-11,The Time Being,2012,4.9,8.0
1972-05-01,Universal Soldier,1972,7.0,1.0
1953-12-11,The Limping Man,1953,5.7,3.0
1954-01-01,Impulse,1954,5.3,2.0
1952-03-14,Tarzan's Savage Fury,1952,5.0,2.0
1948-05-07,The Argyle Secrets,1948,6.0,2.0
2014-09-19,Out of Nature,2014,7.1,9.0
2014-09-27,Northmen: A Viking Saga,2014,5.3,127.0
2008-06-24,Reflections,2008,3.9,5.0
2014-09-26,Believe Me,2014,4.8,18.0
2012-11-28,The Invisible Ones,2012,6.6,9.0
1976-08-25,J.D.'s Revenge,1976,6.7,3.0
1976-12-24,The Monkey Hustle,1976,5.8,2.0
1963-06-18,Tis kakomoiras,1963,7.9,8.0
2008-10-23,Afstiros katallilo,2008,7.5,4.0
1984-10-01,Loaf and Camouflage,1984,7.4,9.0
2013-08-09,Exhibition,2013,5.0,11.0
2015-03-05,Superfast!,2015,4.5,94.0
1989-05-26,Nocturne Indien,1989,10.0,1.0
1984-05-11,Fort Saganne,1984,6.9,7.0
1976-03-31,Police Python 357,1976,6.2,10.0
1974-06-04,France société anonyme,1974,4.0,1.0
2012-07-06,The Do-Deca-Pentathlon,2012,4.8,12.0
2013-12-08,Adios Carmen,2013,7.0,1.0
2012-06-01,Zero,2012,8.0,1.0
2009-04-03,Bandaged,2009,4.8,4.0
1997-07-01,A Gun For Jennifer,1997,7.0,3.0
2014-03-08,Effie Gray,2014,6.2,49.0
2013-07-10,Grigris,2013,6.7,6.0
2013-02-22,Camp,2013,7.5,4.0
2001-11-14,Pretty Things,2001,5.0,15.0
2001-01-18,Wu yen,2001,6.0,1.0
2001-12-04,Sexual Predator,2001,5.3,8.0
2006-09-08,Broken Bridges,2006,4.3,6.0
2014-08-28,Reality,2014,7.0,84.0
1969-08-15,One on Top of the Other,1969,7.0,12.0
1984-01-26,Hell Behind the Bars,1984,6.0,1.0
1970-03-11,The Dove Must Not Fly,1970,0.0,0.0
1975-01-01,Lo sgarbo,1975,0.0,0.0
2014-10-14,Julia,2014,5.0,30.0
1996-12-25,A Summer in La Goulette,1996,6.0,4.0
1992-03-12,Schtonk!,1992,6.7,16.0
2013-09-29,"Norte, the End of History",2013,7.1,15.0
2015-05-08,Han Gong-ju,2015,7.3,25.0
2001-07-18,Hysteria: The Def Leppard Story,2001,5.2,8.0
2013-02-09,The Package,2013,4.7,36.0
2014-05-16,A Short History of Decay,2014,6.0,2.0
2013-02-19,Hansel and Gretel Get Baked,2013,4.8,68.0
2007-01-18,Freeheld,2007,8.5,2.0
2015-02-25,Focus,2015,6.7,2588.0
2002-11-03,The Gamers,2002,6.7,13.0
2013-09-14,Garage Sale Mystery,2013,5.9,15.0
2014-11-08,Merchants of Doubt,2014,7.5,36.0
2015-04-02,Every Thing Will Be Fine,2015,5.3,79.0
2011-11-23,The Adopted,2011,6.9,29.0
2014-02-09,History of Fear,2014,5.4,5.0
2015-02-05,The SpongeBob Movie: Sponge Out of Water,2015,5.7,733.0
2015-02-12,Demonic,2015,5.0,153.0
1975-04-22,The Night Child,1975,5.9,8.0
1974-08-10,What Have They Done to Your Daughters?,1974,7.1,13.0
1969-11-25,Venus in Furs,1969,0.0,0.0
1968-08-11,A Black Veil for Lisa,1968,5.4,4.0
1967-10-15,Bandidos,1967,6.3,6.0
1989-01-01,Heavy Petting,1989,0.0,0.0
1975-02-01,If You Don't Stop It...You'll Go Blind!!!,1975,0.0,0.0
2011-11-01,In God We Teach,2011,4.0,1.0
1994-11-02,Into the Deep,1994,4.8,3.0
2012-09-13,Marvel One-Shot: Item 47,2012,6.6,114.0
1991-01-01,Jim Carrey: Unnatural Act,1991,7.8,13.0
2008-10-22,Sold Out: A Threevening with Kevin Smith,2008,7.0,13.0
1992-03-13,Lady Dragon,1992,5.7,5.0
2011-05-14,Tomie: Unlimited,2011,4.8,9.0
2009-11-25,La Domination Masculine,2009,5.8,4.0
2005-11-30,Foon,2005,3.3,3.0
1987-11-10,The Confessions of Bernhard Goetz,1987,0.0,0.0
1949-03-13,In the Name of the Law,1949,7.0,2.0
2006-09-07,The Magic Flute,2006,6.9,6.0
1951-09-03,The City Defends Itself,1951,0.0,0.0
1959-10-24,Un maledetto imbroglio,1959,6.8,6.0
1953-01-01,Gelosia,1953,3.0,1.0
1972-04-07,Daddy's Deadly Darling,1972,4.0,7.0
1971-04-24,"Throw Away Your Books, Rally in the Streets",1971,8.0,6.0
2015-02-26,The Second Best Exotic Marigold Hotel,2015,6.3,277.0
1952-03-16,Home at Seven,1952,5.8,4.0
1979-01-01,Love and Bullets,1979,7.1,6.0
2012-05-03,Piggy,2012,5.2,16.0
2013-05-17,Ugly,2013,7.2,19.0
2013-12-20,Personal Tailor,2013,5.4,6.0
2014-04-11,Hank and Asha,2014,4.0,2.0
2014-03-07,Thank You a Lot,2014,0.0,0.0
1990-02-02,Le party,1990,7.5,2.0
1998-10-04,Legalese,1998,4.0,1.0
1992-09-16,Little Sister,1992,4.0,3.0
2009-02-01,Ingenious,2009,5.3,25.0
2013-11-15,JFK: The Smoking Gun,2013,0.0,1.0
2007-02-27,The Legend of Bloody Jack,2007,3.8,3.0
1970-03-11,The Unholy Four,1970,6.0,2.0
1977-03-05,Charleston,1977,5.3,10.0
1995-07-29,Trinità & Bambino... e adesso tocca a noi,1995,0.0,0.0
1975-02-19,The Immortal Bachelor,1975,6.0,2.0
1969-11-06,Diary Of A Telephone Operator,1969,0.0,0.0
1968-06-07,The Protagonists,1968,5.0,1.0
2006-04-25,Bachelor Party Vegas,2006,5.0,18.0
1965-01-15,A Fugitive from the Past,1965,7.5,7.0
1971-12-29,A Blank on the Map,1971,0.0,0.0
1972-03-29,Cool Breeze,1972,6.0,3.0
1979-07-08,Arabian Adventure,1979,5.8,8.0
1972-07-09,Fear in the Night,1972,6.7,6.0
1971-10-03,Twins of Evil,1971,6.8,33.0
1961-02-03,The Hellfire Club,1961,0.0,1.0
1960-12-26,Sword of Sherwood Forest,1960,5.4,7.0
1984-12-23,Sherlock Holmes and the Masks of Death,1984,6.5,2.0
2013-01-24,Vuonna 85,2013,6.1,4.0
2007-08-01,Teen Spirit,2007,3.8,4.0
2008-03-01,George Carlin: It's Bad for Ya!,2008,8.1,33.0
1951-11-30,Poison,1951,5.1,7.0
2006-11-22,Forgive Me,2006,7.0,7.0
2005-06-01,Papa,2005,6.1,11.0
1998-08-21,Letters From a Killer,1998,5.0,22.0
2006-11-15,Call Me Elisabeth,2006,5.5,2.0
2004-08-27,The Color of Milk,2004,5.0,2.0
2004-04-24,Repatriation,2004,5.0,1.0
2008-01-18,Slingshot Hip Hop,2008,9.0,2.0
2011-04-22,Island,2011,5.5,2.0
2010-09-01,Parked,2010,6.7,18.0
1989-08-25,Code Name Coq Rouge,1989,5.8,5.0
1941-02-27,So Ends Our Night,1941,6.0,1.0
1982-03-27,66 Scenes from America,1982,7.0,3.0
2013-11-05,Jimi Hendrix: Hear My Train A Comin',2013,6.6,12.0
1977-12-07,Death of a Corrupt Man,1977,6.2,15.0
2010-12-14,The Third Reich: The Rise & Fall,2010,9.0,4.0
2013-12-26,Ismael,2013,5.9,16.0
2015-01-15,Tracers,2015,5.9,437.0
2015-02-20,"McFarland, USA",2015,7.4,216.0
1974-09-01,A Black Ribbon for Deborah,1974,0.0,0.0
2013-04-04,We Always Lie to Strangers,2013,5.0,1.0
2014-02-07,Kids for Cash,2014,6.9,27.0
2009-03-14,Bomber,2009,6.0,3.0
2013-07-25,Missionary,2013,5.1,7.0
2015-02-19,Wolf Totem,2015,6.4,137.0
1987-12-30,Urban Warriors,1987,0.0,0.0
1971-08-13,Shoot the Living and Pray for the Dead,1971,3.6,4.0
1972-04-15,Who Killed the Prosecutor and Why?,1972,6.0,1.0
1968-05-25,Hole in the Forehead,1968,0.0,0.0
1973-11-16,Arnold,1973,4.8,3.0
1958-07-17,The Robot vs. The Aztec Mummy,1958,2.8,10.0
2008-01-01,The Forgotten Woman,2008,0.0,0.0
2014-03-06,My Own Man,2014,7.3,3.0
2015-01-29,The Lazarus Effect,2015,5.1,517.0
1949-03-05,The Walking Hills,1949,4.8,4.0
1997-03-14,Too Many Ways to Be No. 1,1997,5.0,1.0
1987-11-01,Assa,1987,6.8,11.0
2013-09-07,Los Flamencos,2013,6.5,3.0
1998-12-16,My Best Friend's Wife,1998,6.3,12.0
1998-01-01,That's Life,1998,7.5,206.0
2000-12-15,Chiedimi se sono felice,2000,7.5,273.0
2005-03-25,Cose da pazzi,2005,6.9,25.0
1971-12-03,Bad Man's River,1971,4.0,7.0
1971-04-14,The Fourth Victim,1971,6.3,2.0
1969-12-22,Life Goes On,1969,5.5,7.0
2015-03-05,Unfinished Business,2015,5.0,322.0
2014-10-10,Gods,2014,7.9,38.0
2009-12-21,Mutantes,2009,4.0,3.0
2014-12-03,The Connection,2014,7.1,259.0
1982-10-11,The Beehive,1982,7.2,9.0
1955-08-25,Unchained,1955,0.0,0.0
1978-06-16,The Children of Sanchez,1978,6.0,2.0
1976-03-30,Street People,1976,6.2,3.0
1979-03-03,Violence for Kicks,1979,6.0,1.0
1973-01-01,The Police Serve the Citizens?,1973,6.8,2.0
1978-03-03,Covert Action,1978,0.0,0.0
2014-01-29,Jacky in the Kingdom of Women,2014,5.5,47.0
2012-10-04,Soulless,2012,5.5,25.0
2006-10-20,Arc,2006,6.0,4.0
2010-10-26,Chronic Town,2010,0.0,0.0
2013-06-22,Ghost in the Shell Arise - Border 1: Ghost Pain,2013,7.1,50.0
2014-08-08,About Alex,2014,6.3,60.0
1990-06-22,Xuxa in Crystal Moon,1990,5.6,16.0
2011-01-21,Dhobi Ghat,2011,6.7,18.0
2013-06-21,Raanjhanaa,2013,6.3,34.0
1948-04-01,Casbah,1948,5.5,2.0
2002-01-01,New Scenes from America,2002,8.0,1.0
1970-03-25,The Adventurers,1970,6.5,1.0
1990-01-01,The Voice of the Moon,1990,6.7,10.0
2014-01-18,Whitey: United States of America v. James J. Bulger,2014,6.3,28.0
2015-01-16,Spare Parts,2015,6.6,65.0
2015-03-15,Bikes vs Cars,2015,7.7,3.0
2015-02-10,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,2015,6.4,27.0
2010-10-07,Animals United,2010,5.5,94.0
2008-05-01,Impy's Wonderland,2008,7.1,9.0
2014-07-27,Tom and Jerry: The Lost Dragon,2014,6.4,8.0
1904-10-01,The Impossible Voyage,1904,7.1,32.0
2007-11-12,Capturing Mary,2007,6.0,6.0
2013-04-18,Floating Skyscrapers,2013,5.8,22.0
2013-04-22,Plastic Paradise: The Great Pacific Garbage Patch,2013,6.2,6.0
2014-09-05,Falcon Rising,2014,5.6,72.0
1954-11-23,Somewhere Under the Broad Sky,1954,5.0,1.0
1898-05-20,Old Man Drinking a Glass of Beer,1898,5.0,4.0
1891-01-01,Dickson Greeting,1891,4.8,13.0
2015-03-13,To Write Love on Her Arms,2015,6.8,48.0
2010-10-22,Lights Out,2010,5.7,12.0
2013-06-19,Bright Days Ahead,2013,5.6,10.0
2011-09-03,Mardock Scramble: The Second Combustion,2011,6.4,17.0
1973-01-26,"My Wife, A Body to Love",1973,0.0,0.0
1979-05-05,Gardenia,1979,0.0,0.0
1978-09-23,Pigs with a P.38,1978,0.0,0.0
1974-01-01,"Clap, You're Dead",1974,0.0,0.0
1974-11-13,Orders Signed in White,1974,0.0,0.0
1981-01-01,Fear In The City,1981,0.0,0.0
1973-11-13,The Flower with Petals of Steel,1973,7.0,2.0
1972-05-22,The Last Hours of a Virgin,1972,0.0,0.0
2003-04-04,Moving Alan,2003,0.0,0.0
2013-06-30,Papusza,2013,7.6,4.0
1975-08-23,The Return of the Exorcist,1975,4.0,1.0
2012-11-02,The Floating Castle,2012,5.9,4.0
2011-01-06,Familiar Ground,2011,6.5,2.0
2013-09-05,Club Sandwich,2013,5.4,9.0
2007-01-01,Playing,2007,7.4,14.0
2005-03-08,Rings,2005,5.4,32.0
2009-10-18,Butterflies Have No Memories,2009,8.5,2.0
1969-01-01,The Dependent,1969,8.8,4.0
1975-06-05,Nazareno Cruz and the Wolf,1975,7.0,2.0
2012-10-19,Bestiary,2012,7.5,2.0
2009-08-25,Carcasses,2009,7.7,3.0
2014-08-15,The Gold Bug,2014,0.0,0.0
2010-04-21,Independence,2010,5.0,2.0
2007-01-27,Autohystoria,2007,6.5,2.0
2006-02-09,La Morte Rouge,2006,5.5,2.0
2013-09-19,Sacro GRA,2013,5.7,17.0
2012-09-23,Gimme the Loot,2012,6.3,10.0
2015-03-11,Run All Night,2015,6.3,1169.0
2013-03-05,Event 15,2013,4.7,20.0
1956-01-01,The Killers,1956,6.3,16.0
2015-10-23,Asthma,2015,6.5,26.0
2012-10-11,Refuge,2012,6.4,5.0
1971-03-28,Melody,1971,7.4,13.0
2015-03-09,Assassin,2015,3.8,13.0
2014-01-19,Rich Hill,2014,7.6,23.0
